1.041971978373e-09	18	4.242640687119
1.0926201965e-09	12	3.464101615138
1.143268414627e-09	12	3.464101615138
1.193916632754e-09	14	3.741657386774
1.244564850881e-09	10	3.162277660168
1.295213069008e-09	9	3
1.345861287134e-09	14	3.741657386774
1.396509505261e-09	8	2.828427124746
1.447157723388e-09	15	3.872983346207
1.497805941515e-09	14	3.741657386774
1.548454159642e-09	13	3.605551275464
1.599102377769e-09	15	3.872983346207
1.649750595896e-09	14	3.741657386774
1.700398814022e-09	7	2.645751311065
1.751047032149e-09	18	4.242640687119
1.801695250276e-09	12	3.464101615138
1.852343468403e-09	9	3
1.90299168653e-09	14	3.741657386774
1.953639904657e-09	13	3.605551275464
2.004288122784e-09	8	2.828427124746
2.05493634091e-09	8	2.828427124746
2.105584559037e-09	12	3.464101615138
2.156232777164e-09	9	3
2.206880995291e-09	15	3.872983346207
2.257529213418e-09	20	4.472135955
2.308177431545e-09	14	3.741657386774
2.358825649672e-09	13	3.605551275464
2.409473867798e-09	13	3.605551275464
2.460122085925e-09	9	3
2.510770304052e-09	17	4.123105625618
2.561418522179e-09	17	4.123105625618
2.612066740306e-09	20	4.472135955
2.662714958433e-09	18	4.242640687119
2.71336317656e-09	23	4.795831523313
2.764011394686e-09	19	4.358898943541
2.814659612813e-09	9	3
2.86530783094e-09	16	4
2.915956049067e-09	16	4
2.966604267194e-09	15	3.872983346207
3.017252485321e-09	7	2.645751311065
3.067900703447e-09	19	4.358898943541
3.118548921574e-09	30	5.477225575052
3.169197139701e-09	48	6.928203230276
3.219845357828e-09	108	10.39230484541
3.270493575955e-09	158	12.56980508998
3.321141794082e-09	236	15.36229149574
3.371790012209e-09	273	16.52271164186
3.422438230335e-09	317	17.80449381476
3.473086448462e-09	333	18.24828759089
3.523734666589e-09	328	18.11077027627
3.574382884716e-09	360	18.97366596101
3.625031102843e-09	341	18.46618531262
3.67567932097e-09	368	19.18332609325
3.726327539097e-09	363	19.05255888326
3.776975757223e-09	348	18.65475810618
3.82762397535e-09	354	18.81488772223
3.878272193477e-09	320	17.88854382
3.928920411604e-09	323	17.97220075561
3.979568629731e-09	287	16.9410743461
4.030216847858e-09	269	16.40121946686
4.080865065985e-09	269	16.40121946686
4.131513284111e-09	257	16.03121954188
4.182161502238e-09	229	15.13274595042
4.232809720365e-09	224	14.9666295471
4.283457938492e-09	208	14.42220510186
4.334106156619e-09	212	14.56021977856
4.384754374746e-09	193	13.89244398945
4.435402592873e-09	162	12.72792206136
4.486050810999e-09	186	13.63818169699
4.536699029126e-09	148	12.1655250606
4.587347247253e-09	133	11.53256259467
4.63799546538e-09	138	11.74734012447
4.688643683507e-09	134	11.57583690279
4.739291901634e-09	111	10.53565375285
4.78994011976e-09	99	9.949874371066
4.840588337887e-09	116	10.77032961427
4.891236556014e-09	99	9.949874371066
4.941884774141e-09	83	9.110433579144
4.992532992268e-09	78	8.831760866328
5.043181210395e-09	68	8.246211251235
5.093829428522e-09	75	8.660254037844
5.144477646648e-09	81	9
5.195125864775e-09	58	7.615773105864
5.245774082902e-09	65	8.062257748299
5.296422301029e-09	49	7
5.347070519156e-09	55	7.416198487096
5.397718737283e-09	57	7.549834435271
5.44836695541e-09	65	8.062257748299
5.499015173536e-09	40	6.324555320337
5.549663391663e-09	47	6.855654600401
5.60031160979e-09	45	6.708203932499
5.650959827917e-09	28	5.291502622129
5.701608046044e-09	38	6.164414002969
5.752256264171e-09	36	6
5.802904482298e-09	29	5.385164807135
5.853552700424e-09	36	6
5.904200918551e-09	29	5.385164807135
5.954849136678e-09	33	5.744562646538
6.005497354805e-09	23	4.795831523313
6.056145572932e-09	22	4.690415759823
6.106793791059e-09	13	3.605551275464
6.157442009186e-09	22	4.690415759823
6.208090227312e-09	27	5.196152422707
6.258738445439e-09	22	4.690415759823
6.309386663566e-09	27	5.196152422707
6.360034881693e-09	19	4.358898943541
6.41068309982e-09	21	4.582575694956
6.461331317947e-09	11	3.316624790355
6.511979536073e-09	22	4.690415759823
6.5626277542e-09	20	4.472135955
6.613275972327e-09	19	4.358898943541
6.663924190454e-09	13	3.605551275464
6.714572408581e-09	15	3.872983346207
6.765220626708e-09	14	3.741657386774
6.815868844835e-09	17	4.123105625618
6.866517062961e-09	14	3.741657386774
6.917165281088e-09	14	3.741657386774
6.967813499215e-09	9	3
7.018461717342e-09	11	3.316624790355
7.069109935469e-09	12	3.464101615138
7.119758153596e-09	17	4.123105625618
7.170406371723e-09	17	4.123105625618
7.221054589849e-09	12	3.464101615138
7.271702807976e-09	16	4
7.322351026103e-09	10	3.162277660168
7.37299924423e-09	12	3.464101615138
7.423647462357e-09	0	0
7.474295680484e-09	0	0
